Cell Line Name,COSMIC ID,GDSC Desc1,GDSC Desc2,TCGA Desc,Genetic Feature,IS Mutated,Recurrent Gain Loss,Genes in Segment
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","MLL3_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","NCOR1_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","NF1_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","NFE2L2_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","NRAS_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","NTRK2_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","PBRM1_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","PIK3R1_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","POLR2B_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","PTEN_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","RASA1_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","RB1_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","RBM10_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","RTN4_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","SETD2_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","SMARCA4_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","SOX9_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","STIP1_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","STK11_mut","1","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","SVEP1_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","TCF12_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53_mut","1","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53BP1_mut","0","",""
"NCI-H1755","908475","lung","lung_NSCLC_adenocarcinoma","LUAD","U2AF1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","ARID1A_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","ASXL2_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","B2M_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","BRAF_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","CDKN2A_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","CLASP2_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","CLSPN_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","CTNNB1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL2_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL3_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","DDX3X_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","DNMT3A_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","EGFR_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","FAT1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","FBXW7_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","FGFR2_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","FN1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","FXR1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","HLA.A_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","IDH1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","KDM6A_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","KDR_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","KEAP1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","KRAS_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","LPHN2_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","MAP2K4_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","MAP4K3_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","MGA_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","MLH1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","MLL3_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","NCOR1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","NF1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","NFE2L2_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","NRAS_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","NTRK2_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","PBRM1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","PIK3R1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","POLR2B_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","PTEN_mut","1","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","RASA1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","RB1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","RBM10_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","RTN4_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","SETD2_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","SMARCA4_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","SOX9_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","STIP1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","STK11_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","SVEP1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","TCF12_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53_mut","1","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53BP1_mut","0","",""
"NCI-H1781","1298350","lung","lung_NSCLC_adenocarcinoma","LUAD","U2AF1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","ARID1A_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","ASXL2_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","B2M_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","BRAF_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","CDKN2A_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","CLASP2_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","CLSPN_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","CTNNB1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL2_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL3_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","DDX3X_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","DNMT3A_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","EGFR_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","FAT1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","FBXW7_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","FGFR2_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","FN1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","FXR1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","HLA.A_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","IDH1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","KDM6A_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","KDR_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","KEAP1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","KRAS_mut","1","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","LPHN2_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","MAP2K4_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","MAP4K3_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","MGA_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","MLH1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","MLL3_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","NCOR1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","NF1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","NFE2L2_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","NRAS_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","NTRK2_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","PBRM1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","PIK3R1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","POLR2B_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","PTEN_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","RASA1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","RB1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","RBM10_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","RTN4_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","SETD2_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","SMARCA4_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","SOX9_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","STIP1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","STK11_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","SVEP1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","TCF12_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53_mut","1","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53BP1_mut","0","",""
"NCI-H1792","724868","lung","lung_NSCLC_adenocarcinoma","LUAD","U2AF1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","ARID1A_mut","1","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","ASXL2_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","B2M_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","BRAF_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","CDKN2A_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","CLASP2_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","CLSPN_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","CTNNB1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL2_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL3_mut","1","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","DDX3X_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","DNMT3A_mut","1","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","EGFR_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","FAT1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","FBXW7_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","FGFR2_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","FN1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","FXR1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","HLA.A_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","IDH1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","KDM6A_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","KDR_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","KEAP1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","KRAS_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","LPHN2_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","MAP2K4_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","MAP4K3_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","MGA_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","MLH1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","MLL3_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","NCOR1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","NF1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","NFE2L2_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","NRAS_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","NTRK2_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","PBRM1_mut","1","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","PIK3R1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","POLR2B_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","PTEN_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","RASA1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","RB1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","RBM10_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","RTN4_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","SETD2_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","SMARCA4_mut","1","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","SOX9_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","STIP1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","STK11_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","SVEP1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","TCF12_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53_mut","1","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53BP1_mut","0","",""
"NCI-H1793","908463","lung","lung_NSCLC_adenocarcinoma","LUAD","U2AF1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","ARID1A_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","ASXL2_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","B2M_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","BRAF_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","CDKN2A_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","CLASP2_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","CLSPN_mut","1","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","CTNNB1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL2_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL3_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","DDX3X_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","DNMT3A_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","EGFR_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","FAT1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","FBXW7_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","FGFR2_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","FN1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","FXR1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","HLA.A_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","IDH1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","KDM6A_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","KDR_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","KEAP1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","KRAS_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","LPHN2_mut","1","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","MAP2K4_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","MAP4K3_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","MGA_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","MLH1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","MLL3_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","NCOR1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","NF1_mut","1","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","NFE2L2_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","NRAS_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","NTRK2_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","PBRM1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","PIK3R1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","POLR2B_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","PTEN_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","RASA1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","RB1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","RBM10_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","RTN4_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","SETD2_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","SMARCA4_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","SOX9_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","STIP1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","STK11_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","SVEP1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","TCF12_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53_mut","1","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","TP53BP1_mut","0","",""
"NCI-H1838","687807","lung","lung_NSCLC_adenocarcinoma","LUAD","U2AF1_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","ARID1A_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","ASXL2_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","B2M_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","BRAF_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","CDKN2A_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","CLASP2_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","CLSPN_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","CTNNB1_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL2_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","CUL3_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","DDX3X_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","DNMT3A_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","EGFR_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","FAT1_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","FBXW7_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","FGFR2_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","FN1_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","FXR1_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","HLA.A_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","IDH1_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","KDM6A_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","KDR_mut","0","",""
"NCI-H1944","1240185","lung","lung_NSCLC_adenocarcinoma","LUAD","KEAP1_mut","0","",""
